reg;cl_age90;jour;hosp;rea;rad;dc
11;29;08/08/2020;47;3;858;12
11;39;08/08/2020;68;8;1926;54
11;49;08/08/2020;144;12;3097;146
11;59;08/08/2020;275;27;4837;543
11;69;08/08/2020;449;57;5514;1102
11;79;08/08/2020;581;46;5156;1764
11;89;08/08/2020;616;20;5049;2408
11;90;08/08/2020;319;4;2590;1513
24;0;08/08/2020;142;9;2253;560
24;9;08/08/2020;0;0;29;0
24;19;08/08/2020;0;0;16;0
24;29;08/08/2020;1;0;40;1
24;39;08/08/2020;2;0;85;2
24;49;08/08/2020;2;0;158;3
24;59;08/08/2020;11;2;249;17
24;69;08/08/2020;26;4;376;42
24;79;08/08/2020;44;3;417;99
24;89;08/08/2020;33;0;568;217
24;90;08/08/2020;23;0;305;177
27;0;08/08/2020;23;4;4067;1062
27;9;08/08/2020;0;0;24;0
27;19;08/08/2020;0;0;28;0
27;29;08/08/2020;1;0;88;0
27;39;08/08/2020;0;0;167;5
27;49;08/08/2020;0;0;290;5
27;59;08/08/2020;0;0;460;27
27;69;08/08/2020;4;0;670;88
27;79;08/08/2020;6;2;863;220
27;89;08/08/2020;7;2;1017;471
27;90;08/08/2020;5;0;454;244
28;0;08/08/2020;128;4;1806;442
28;9;08/08/2020;0;0;5;0
28;19;08/08/2020;0;0;9;0
28;29;08/08/2020;0;0;51;0
28;39;08/08/2020;2;0;101;2
28;49;08/08/2020;4;0;150;11
28;59;08/08/2020;9;3;256;17
28;69;08/08/2020;26;0;325;58
28;79;08/08/2020;31;0;352;96
28;89;08/08/2020;40;1;372;173
28;90;08/08/2020;15;0;177;85
32;0;08/08/2020;487;45;7055;1919
32;9;08/08/2020;1;1;54;0
32;19;08/08/2020;0;0;38;0
32;29;08/08/2020;5;0;229;1
32;39;08/08/2020;8;1;430;4
32;49;08/08/2020;19;0;675;14
32;59;08/08/2020;41;10;993;80
32;69;08/08/2020;88;9;1159;248
32;79;08/08/2020;116;15;1328;408
32;89;08/08/2020;152;8;1482;759
32;90;08/08/2020;53;1;641;398
44;0;08/08/2020;536;17;12879;3627
44;9;08/08/2020;0;0;162;1
44;19;08/08/2020;2;0;77;0
44;29;08/08/2020;2;0;316;2
44;39;08/08/2020;11;1;563;17
44;49;08/08/2020;17;0;874;37
44;59;08/08/2020;46;2;1702;101
44;69;08/08/2020;89;7;2451;399
44;79;08/08/2020;132;5;2708;890
44;89;08/08/2020;155;2;2801;1454
44;90;08/08/2020;67;0;1145;710
52;0;08/08/2020;99;12;2281;478
52;9;08/08/2020;0;0;9;0
52;19;08/08/2020;0;0;17;0
52;29;08/08/2020;2;0;68;0
52;39;08/08/2020;6;3;120;0
52;49;08/08/2020;3;0;197;4
52;59;08/08/2020;11;3;270;13
52;69;08/08/2020;13;2;369;51
52;79;08/08/2020;19;3;429;86
52;89;08/08/2020;30;1;532;194
52;90;08/08/2020;15;0;270;130
53;0;08/08/2020;60;6;1349;268
53;9;08/08/2020;1;0;14;0
53;19;08/08/2020;0;0;9;0
53;29;08/08/2020;1;0;37;0
53;39;08/08/2020;3;2;77;1
53;49;08/08/2020;1;0;124;2
53;59;08/08/2020;11;2;172;8
53;69;08/08/2020;10;2;205;28
53;79;08/08/2020;10;0;296;55
53;89;08/08/2020;17;0;281;100
53;90;08/08/2020;5;0;130;74
75;0;08/08/2020;51;8;2260;427
75;9;08/08/2020;0;0;14;0
75;19;08/08/2020;0;0;17;0
75;29;08/08/2020;1;0;71;2
75;39;08/08/2020;1;0;128;2
75;49;08/08/2020;1;0;172;3
75;59;08/08/2020;4;1;332;13
75;69;08/08/2020;11;4;411;43
75;79;08/08/2020;15;3;392;98
75;89;08/08/2020;9;0;465;161
75;90;08/08/2020;8;0;245;105
76;0;08/08/2020;48;13;2979;515
76;9;08/08/2020;0;0;24;0
76;19;08/08/2020;0;0;22;0
76;29;08/08/2020;1;0;103;1
76;39;08/08/2020;0;0;163;1
76;49;08/08/2020;4;2;281;3
76;59;08/08/2020;6;2;452;19
76;69;08/08/2020;14;4;523;60
76;79;08/08/2020;10;2;603;106
76;89;08/08/2020;8;2;520;198
76;90;08/08/2020;5;1;286;127
84;0;08/08/2020;290;19;8128;1761
84;9;08/08/2020;0;0;49;0
84;19;08/08/2020;3;0;49;0
84;29;08/08/2020;3;0;248;1
84;39;08/08/2020;2;0;393;4
84;49;08/08/2020;11;0;573;12
84;59;08/08/2020;25;1;1017;46
84;69;08/08/2020;55;6;1298;143
84;79;08/08/2020;91;12;1629;362
84;89;08/08/2020;68;0;1819;722
84;90;08/08/2020;29;0;963;450
93;0;08/08/2020;397;17;5803;967
93;9;08/08/2020;0;0;34;0
93;19;08/08/2020;0;0;49;0
93;29;08/08/2020;2;0;326;1
93;39;08/08/2020;7;0;423;2
93;49;08/08/2020;9;2;555;5
93;59;08/08/2020;29;2;917;37
93;69;08/08/2020;60;8;1008;79
93;79;08/08/2020;87;4;1010;207
93;89;08/08/2020;121;1;939;393
93;90;08/08/2020;82;0;513;238
94;0;08/08/2020;7;0;252;59
94;9;08/08/2020;0;0;6;0
94;19;08/08/2020;0;0;1;0
94;29;08/08/2020;0;0;14;0
94;39;08/08/2020;0;0;18;0
94;49;08/08/2020;1;0;22;1
94;59;08/08/2020;0;0;37;1
94;69;08/08/2020;3;0;37;3
94;79;08/08/2020;2;0;53;16
94;89;08/08/2020;0;0;44;25
94;90;08/08/2020;1;0;20;13
1;0;09/08/2020;3;2;88;17
1;9;09/08/2020;0;0;0;0
1;19;09/08/2020;0;0;2;0
1;29;09/08/2020;0;0;1;0
1;39;09/08/2020;0;0;5;0
1;49;09/08/2020;1;1;7;0
1;59;09/08/2020;0;0;19;1
1;69;09/08/2020;2;1;21;4
1;79;09/08/2020;0;0;16;7
1;89;09/08/2020;0;0;16;5
1;90;09/08/2020;0;0;0;0
2;0;09/08/2020;5;1;97;16
2;9;09/08/2020;0;0;0;0
2;19;09/08/2020;0;0;0;0
2;29;09/08/2020;0;0;3;0
2;39;09/08/2020;1;0;5;0
2;49;09/08/2020;0;0;12;0
2;59;09/08/2020;1;0;24;1
2;69;09/08/2020;2;1;25;3
2;79;09/08/2020;1;0;20;5
2;89;09/08/2020;0;0;7;5
2;90;09/08/2020;0;0;1;2
3;0;09/08/2020;125;20;1185;45
3;9;09/08/2020;4;0;62;0
3;19;09/08/2020;8;0;65;0
3;29;09/08/2020;18;1;234;0
3;39;09/08/2020;19;3;253;0
3;49;09/08/2020;16;0;180;2
3;59;09/08/2020;16;3;125;3
3;69;09/08/2020;25;11;142;12
3;79;09/08/2020;12;2;81;15
3;89;09/08/2020;7;0;34;11
3;90;09/08/2020;0;0;6;1
4;0;09/08/2020;22;4;165;5
4;9;09/08/2020;1;0;3;0
4;19;09/08/2020;3;1;8;1
4;29;09/08/2020;0;0;24;0
4;39;09/08/2020;3;0;16;1
4;49;09/08/2020;1;0;19;2
4;59;09/08/2020;2;1;30;0
4;69;09/08/2020;3;1;37;0
4;79;09/08/2020;7;1;20;0
4;89;09/08/2020;1;0;8;1
4;90;09/08/2020;1;0;0;0
6;0;09/08/2020;9;1;427;28
6;9;09/08/2020;3;0;13;0
6;19;09/08/2020;1;0;23;0
6;29;09/08/2020;1;0;69;0
6;39;09/08/2020;0;0;63;0
6;49;09/08/2020;0;0;54;4
6;59;09/08/2020;1;0;73;5
6;69;09/08/2020;1;1;69;8
6;79;09/08/2020;1;0;32;6
6;89;09/08/2020;0;0;22;4
6;90;09/08/2020;0;0;1;1
11;0;09/08/2020;2555;187;29809;7604
11;9;09/08/2020;17;5;313;2
11;19;09/08/2020;10;2;199;3
11;29;09/08/2020;48;3;858;12
11;39;09/08/2020;69;8;1926;54
11;49;09/08/2020;143;12;3099;146
11;59;09/08/2020;275;26;4837;543
11;69;09/08/2020;450;58;5514;1102
11;79;09/08/2020;582;47;5156;1764
11;89;09/08/2020;616;20;5049;2408
11;90;09/08/2020;320;4;2590;1513
24;0;09/08/2020;143;9;2253;560
24;9;09/08/2020;0;0;29;0
24;19;09/08/2020;0;0;16;0
24;29;09/08/2020;1;0;40;1
24;39;09/08/2020;2;0;85;2
24;49;09/08/2020;2;0;158;3
24;59;09/08/2020;12;2;249;17
24;69;09/08/2020;26;4;376;42
24;79;09/08/2020;44;3;417;99
24;89;09/08/2020;33;0;568;217
24;90;09/08/2020;23;0;305;177
27;0;09/08/2020;23;4;4067;1062
27;9;09/08/2020;0;0;24;0
27;19;09/08/2020;0;0;28;0
27;29;09/08/2020;1;0;88;0
27;39;09/08/2020;0;0;167;5
27;49;09/08/2020;0;0;290;5
27;59;09/08/2020;0;0;460;27
27;69;09/08/2020;4;0;670;88
27;79;09/08/2020;6;2;863;220
27;89;09/08/2020;7;2;1017;471
27;90;09/08/2020;5;0;454;244
28;0;09/08/2020;128;4;1806;442
28;9;09/08/2020;0;0;5;0
28;19;09/08/2020;0;0;9;0
28;29;09/08/2020;0;0;51;0
28;39;09/08/2020;2;0;101;2
28;49;09/08/2020;4;0;150;11
28;59;09/08/2020;9;3;256;17
28;69;09/08/2020;26;0;325;58
28;79;09/08/2020;31;0;352;96
28;89;09/08/2020;40;1;372;173
28;90;09/08/2020;15;0;177;85
32;0;09/08/2020;487;45;7055;1919
32;9;09/08/2020;1;1;54;0
32;19;09/08/2020;0;0;38;0
32;29;09/08/2020;5;0;229;1
32;39;09/08/2020;8;1;430;4
32;49;09/08/2020;19;0;675;14
32;59;09/08/2020;41;10;993;80
32;69;09/08/2020;88;9;1159;248
32;79;09/08/2020;116;15;1328;408
32;89;09/08/2020;152;8;1482;759
32;90;09/08/2020;53;1;641;398
44;0;09/08/2020;536;17;12880;3627
44;9;09/08/2020;0;0;162;1
44;19;09/08/2020;2;0;77;0
44;29;09/08/2020;2;0;316;2
44;39;09/08/2020;11;1;563;17
44;49;09/08/2020;18;0;874;37
44;59;09/08/2020;46;2;1702;101
44;69;09/08/2020;89;7;2451;399
44;79;09/08/2020;131;5;2709;890
44;89;09/08/2020;155;2;2801;1454
44;90;09/08/2020;67;0;1145;710
52;0;09/08/2020;102;11;2281;478
52;9;09/08/2020;0;0;9;0
52;19;09/08/2020;0;0;17;0
52;29;09/08/2020;2;0;68;0
52;39;09/08/2020;6;3;120;0
52;49;09/08/2020;3;0;197;4
52;59;09/08/2020;11;3;270;13
52;69;09/08/2020;14;2;369;51
52;79;09/08/2020;19;2;429;86
52;89;09/08/2020;32;1;532;194
52;90;09/08/2020;15;0;270;130
53;0;09/08/2020;60;6;1349;268
53;9;09/08/2020;1;0;14;0
53;19;09/08/2020;0;0;9;0
53;29;09/08/2020;1;0;37;0
53;39;09/08/2020;3;2;77;1
53;49;09/08/2020;1;0;124;2
53;59;09/08/2020;11;2;172;8
53;69;09/08/2020;10;2;205;28
53;79;09/08/2020;10;0;296;55
53;89;09/08/2020;17;0;281;100
53;90;09/08/2020;5;0;130;74
75;0;09/08/2020;52;8;2260;427
75;9;09/08/2020;0;0;14;0
75;19;09/08/2020;0;0;17;0
75;29;09/08/2020;1;0;71;2
75;39;09/08/2020;1;0;128;2
75;49;09/08/2020;2;0;172;3
75;59;09/08/2020;4;1;332;13
75;69;09/08/2020;11;4;411;43
75;79;09/08/2020;15;3;392;98
75;89;09/08/2020;9;0;465;161
75;90;09/08/2020;8;0;245;105
76;0;09/08/2020;48;13;2980;515
76;9;09/08/2020;0;0;24;0
76;19;09/08/2020;0;0;22;0
76;29;09/08/2020;1;0;103;1
76;39;09/08/2020;0;0;163;1
76;49;09/08/2020;4;2;282;3
76;59;09/08/2020;6;2;452;19
76;69;09/08/2020;14;4;523;60
76;79;09/08/2020;10;2;603;106
76;89;09/08/2020;8;2;520;198
76;90;09/08/2020;5;1;286;127
84;0;09/08/2020;290;19;8128;1761
84;9;09/08/2020;0;0;49;0
84;19;09/08/2020;3;0;49;0
84;29;09/08/2020;3;0;248;1
84;39;09/08/2020;2;0;393;4
84;49;09/08/2020;11;0;573;12
84;59;09/08/2020;25;1;1017;46
84;69;09/08/2020;55;6;1298;143
84;79;09/08/2020;91;12;1629;362
84;89;09/08/2020;68;0;1819;722
84;90;09/08/2020;29;0;963;450
93;0;09/08/2020;397;17;5804;967
93;9;09/08/2020;0;0;34;0
93;19;09/08/2020;0;0;49;0
93;29;09/08/2020;2;0;326;1
93;39;09/08/2020;6;0;424;2
93;49;09/08/2020;9;2;555;5
93;59;09/08/2020;30;2;917;37
93;69;09/08/2020;60;8;1008;79
93;79;09/08/2020;87;4;1010;207
93;89;09/08/2020;121;1;939;393
93;90;09/08/2020;82;0;513;238
94;0;09/08/2020;7;0;252;59
94;9;09/08/2020;0;0;6;0
94;19;09/08/2020;0;0;1;0
94;29;09/08/2020;0;0;14;0
94;39;09/08/2020;0;0;18;0
94;49;09/08/2020;1;0;22;1
94;59;09/08/2020;0;0;37;1
94;69;09/08/2020;3;0;37;3
94;79;09/08/2020;2;0;53;16
94;89;09/08/2020;0;0;44;25
94;90;09/08/2020;1;0;20;13
1;0;10/08/2020;3;2;88;17
1;9;10/08/2020;0;0;0;0
1;19;10/08/2020;0;0;2;0
1;29;10/08/2020;0;0;1;0
1;39;10/08/2020;0;0;5;0
1;49;10/08/2020;1;1;7;0
1;59;10/08/2020;0;0;19;1
1;69;10/08/2020;2;1;21;4
1;79;10/08/2020;0;0;16;7
1;89;10/08/2020;0;0;16;5
1;90;10/08/2020;0;0;0;0
2;0;10/08/2020;5;1;97;16
2;9;10/08/2020;0;0;0;0
2;19;10/08/2020;0;0;0;0
2;29;10/08/2020;0;0;3;0
2;39;10/08/2020;1;0;5;0
2;49;10/08/2020;0;0;12;0
2;59;10/08/2020;1;0;24;1
2;69;10/08/2020;2;1;25;3
2;79;10/08/2020;1;0;20;5
2;89;10/08/2020;0;0;7;5
2;90;10/08/2020;0;0;1;2
3;0;10/08/2020;113;21;1213;46
3;9;10/08/2020;5;0;62;0
3;19;10/08/2020;8;0;66;0
3;29;10/08/2020;15;1;241;1
3;39;10/08/2020;17;3;260;0
3;49;10/08/2020;17;1;183;2
3;59;10/08/2020;14;3;127;3
3;69;10/08/2020;23;11;144;12
3;79;10/08/2020;9;2;84;15
3;89;10/08/2020;5;0;37;11
3;90;10/08/2020;0;0;6;1
4;0;10/08/2020;23;4;166;5
4;9;10/08/2020;1;0;3;0
4;19;10/08/2020;3;1;8;1
4;29;10/08/2020;0;0;24;0
4;39;10/08/2020;3;0;17;1
4;49;10/08/2020;2;0;19;2
4;59;10/08/2020;2;1;30;0
4;69;10/08/2020;3;1;37;0
4;79;10/08/2020;7;1;20;0
4;89;10/08/2020;1;0;8;1
4;90;10/08/2020;1;0;0;0
6;0;10/08/2020;7;1;430;28
6;9;10/08/2020;2;0;14;0
6;19;10/08/2020;1;0;23;0
6;29;10/08/2020;1;0;69;0
6;39;10/08/2020;0;0;63;0
6;49;10/08/2020;0;0;54;4
6;59;10/08/2020;1;0;73;5
6;69;10/08/2020;1;1;69;8
6;79;10/08/2020;0;0;33;6
6;89;10/08/2020;1;0;22;4
6;90;10/08/2020;0;0;1;1
11;0;10/08/2020;2562;189;29845;7608
11;9;10/08/2020;17;5;313;2
11;19;10/08/2020;10;1;200;3
11;29;10/08/2020;50;3;861;12
11;39;10/08/2020;66;9;1930;54
11;49;10/08/2020;142;12;3102;146
11;59;10/08/2020;277;26;4842;544
11;69;10/08/2020;451;58;5520;1102
11;79;10/08/2020;585;49;5161;1765
11;89;10/08/2020;620;20;5055;2409
11;90;10/08/2020;319;4;2593;1514
24;0;10/08/2020;145;8;2255;560
24;9;10/08/2020;0;0;29;0
24;19;10/08/2020;0;0;16;0
24;29;10/08/2020;1;0;40;1
24;39;10/08/2020;2;0;85;2
24;49;10/08/2020;3;0;158;3
24;59;10/08/2020;12;2;250;17
24;69;10/08/2020;26;3;376;42
24;79;10/08/2020;43;3;418;99
24;89;10/08/2020;35;0;568;217
24;90;10/08/2020;23;0;305;177
27;0;10/08/2020;24;3;4071;1062
27;9;10/08/2020;0;0;24;0
27;19;10/08/2020;0;0;28;0
27;29;10/08/2020;1;0;88;0
27;39;10/08/2020;0;0;167;5
27;49;10/08/2020;0;0;290;5
27;59;10/08/2020;0;0;460;27
27;69;10/08/2020;5;0;670;88
27;79;10/08/2020;7;2;864;220
27;89;10/08/2020;7;1;1018;471
27;90;10/08/2020;4;0;456;244
28;0;10/08/2020;127;4;1810;442
28;9;10/08/2020;0;0;5;0
28;19;10/08/2020;0;0;9;0
28;29;10/08/2020;0;0;51;0
28;39;10/08/2020;3;0;101;2
28;49;10/08/2020;3;0;151;11
28;59;10/08/2020;9;3;256;17
28;69;10/08/2020;24;0;327;58
28;79;10/08/2020;31;0;353;96
28;89;10/08/2020;40;1;372;173
28;90;10/08/2020;16;0;177;85
32;0;10/08/2020;483;46;7069;1922
32;9;10/08/2020;1;1;54;0
32;19;10/08/2020;0;0;38;0
32;29;10/08/2020;5;0;230;1
32;39;10/08/2020;10;1;430;4
32;49;10/08/2020;20;0;676;14
32;59;10/08/2020;38;7;996;81
32;69;10/08/2020;90;11;1159;248
32;79;10/08/2020;116;18;1332;408
32;89;10/08/2020;146;7;1487;761
32;90;10/08/2020;53;1;641;398
44;0;10/08/2020;545;17;12891;3628
44;9;10/08/2020;1;0;162;1
44;19;10/08/2020;2;0;77;0
44;29;10/08/2020;2;0;316;2
44;39;10/08/2020;10;1;565;18
44;49;10/08/2020;16;0;876;37
44;59;10/08/2020;48;2;1703;101
44;69;10/08/2020;86;7;2455;399
44;79;10/08/2020;133;5;2710;890
44;89;10/08/2020;159;2;2802;1454
44;90;10/08/2020;73;0;1145;710
52;0;10/08/2020;110;15;2289;480
52;9;10/08/2020;1;0;9;0
52;19;10/08/2020;0;0;17;0
52;29;10/08/2020;3;1;69;0
52;39;10/08/2020;8;3;120;0
52;49;10/08/2020;4;0;198;4
52;59;10/08/2020;13;3;271;13
52;69;10/08/2020;15;3;369;52
52;79;10/08/2020;19;4;430;86
52;89;10/08/2020;31;1;536;195
52;90;10/08/2020;16;0;270;130
53;0;10/08/2020;58;5;1354;268
53;9;10/08/2020;1;0;14;0
53;19;10/08/2020;0;0;9;0
53;29;10/08/2020;1;0;37;0
53;39;10/08/2020;2;1;78;1
53;49;10/08/2020;1;0;124;2
53;59;10/08/2020;10;2;175;8
53;69;10/08/2020;10;2;205;28
53;79;10/08/2020;11;0;296;55
53;89;10/08/2020;16;0;282;100
53;90;10/08/2020;5;0;130;74
75;0;10/08/2020;57;9;2260;428
75;9;10/08/2020;0;0;14;0
75;19;10/08/2020;0;0;17;0
75;29;10/08/2020;3;1;71;2
75;39;10/08/2020;1;0;128;2
75;49;10/08/2020;4;1;172;3
75;59;10/08/2020;4;1;332;13
75;69;10/08/2020;12;3;411;43
75;79;10/08/2020;15;3;392;99
75;89;10/08/2020;9;0;465;161
75;90;10/08/2020;8;0;245;105
76;0;10/08/2020;53;14;2981;515
76;9;10/08/2020;0;0;24;0
76;19;10/08/2020;0;0;22;0
76;29;10/08/2020;1;0;103;1
76;39;10/08/2020;0;0;163;1
76;49;10/08/2020;4;2;282;3
76;59;10/08/2020;6;2;453;19
76;69;10/08/2020;15;4;523;60
76;79;10/08/2020;12;3;603;106
76;89;10/08/2020;10;2;520;198
76;90;10/08/2020;5;1;286;127
84;0;10/08/2020;280;19;8148;1761
84;9;10/08/2020;0;0;49;0
84;19;10/08/2020;2;0;49;0
84;29;10/08/2020;3;0;248;1
84;39;10/08/2020;2;0;394;4
84;49;10/08/2020;10;0;575;12
84;59;10/08/2020;22;1;1021;46
84;69;10/08/2020;54;6;1301;143
84;79;10/08/2020;88;12;1632;362
84;89;10/08/2020;70;0;1822;722
84;90;10/08/2020;27;0;966;450
93;0;10/08/2020;405;14;5813;969
93;9;10/08/2020;0;0;34;0
93;19;10/08/2020;1;0;49;0
93;29;10/08/2020;3;0;326;1
93;39;10/08/2020;7;0;425;2
93;49;10/08/2020;10;2;555;5
93;59;10/08/2020;31;2;917;37
93;69;10/08/2020;63;6;1010;79
93;79;10/08/2020;88;3;1011;208
93;89;10/08/2020;121;1;941;394
93;90;10/08/2020;81;0;516;238
94;0;10/08/2020;4;0;256;59
94;9;10/08/2020;0;0;6;0
94;19;10/08/2020;0;0;1;0
94;29;10/08/2020;0;0;14;0
94;39;10/08/2020;0;0;18;0
94;49;10/08/2020;1;0;22;1
94;59;10/08/2020;0;0;38;1
94;69;10/08/2020;1;0;39;3
94;79;10/08/2020;2;0;53;16
94;89;10/08/2020;0;0;44;25
94;90;10/08/2020;0;0;21;13
1;0;11/08/2020;3;2;88;17
1;9;11/08/2020;0;0;0;0
1;19;11/08/2020;0;0;2;0
1;29;11/08/2020;0;0;1;0
1;39;11/08/2020;0;0;5;0
1;49;11/08/2020;1;1;7;0
1;59;11/08/2020;0;0;19;1
1;69;11/08/2020;2;1;21;4
1;79;11/08/2020;0;0;16;7
1;89;11/08/2020;0;0;16;5
1;90;11/08/2020;0;0;0;0
2;0;11/08/2020;6;2;97;16
2;9;11/08/2020;0;0;0;0
2;19;11/08/2020;0;0;0;0
2;29;11/08/2020;0;0;3;0
2;39;11/08/2020;2;1;5;0
2;49;11/08/2020;0;0;12;0
2;59;11/08/2020;1;0;24;1
2;69;11/08/2020;2;1;25;3
2;79;11/08/2020;1;0;20;5
2;89;11/08/2020;0;0;7;5
2;90;11/08/2020;0;0;1;2
3;0;11/08/2020;105;19;1234;46
3;9;11/08/2020;7;0;63;0
3;19;11/08/2020;7;0;69;0
3;29;11/08/2020;14;1;243;1
3;39;11/08/2020;13;1;266;0
3;49;11/08/2020;13;1;189;2
3;59;11/08/2020;14;3;128;3
3;69;11/08/2020;23;11;144;12
3;79;11/08/2020;10;2;85;15
3;89;11/08/2020;4;0;38;11
3;90;11/08/2020;0;0;6;1
4;0;11/08/2020;20;2;168;5
4;9;11/08/2020;0;0;4;0
4;19;11/08/2020;2;1;8;1
4;29;11/08/2020;0;0;24;0
4;39;11/08/2020;3;0;17;1
4;49;11/08/2020;2;0;19;2
4;59;11/08/2020;2;1;30;0
4;69;11/08/2020;3;0;37;0
4;79;11/08/2020;7;0;20;0
4;89;11/08/2020;0;0;9;1
4;90;11/08/2020;1;0;0;0
6;0;11/08/2020;8;1;430;28
6;9;11/08/2020;2;0;14;0
6;19;11/08/2020;2;0;23;0
6;29;11/08/2020;1;0;69;0
6;39;11/08/2020;0;0;63;0
6;49;11/08/2020;0;0;54;4
6;59;11/08/2020;1;0;73;5
6;69;11/08/2020;1;1;69;8
6;79;11/08/2020;0;0;33;6
6;89;11/08/2020;1;0;22;4
6;90;11/08/2020;0;0;1;1
11;0;11/08/2020;2555;186;29910;7611
11;9;11/08/2020;20;5;313;2
11;19;11/08/2020;12;1;201;3
11;29;11/08/2020;49;3;866;12
11;39;11/08/2020;64;9;1937;54
11;49;11/08/2020;140;12;3107;147
11;59;11/08/2020;280;23;4848;544
11;69;11/08/2020;446;57;5531;1102
11;79;11/08/2020;590;51;5171;1765
11;89;11/08/2020;616;20;5067;2411
11;90;11/08/2020;313;4;2601;1514
24;0;11/08/2020;122;8;2278;562
24;9;11/08/2020;0;0;29;0
24;19;11/08/2020;0;0;16;0
24;29;11/08/2020;0;0;41;1
24;39;11/08/2020;4;0;85;2
24;49;11/08/2020;3;0;158;3
24;59;11/08/2020;8;1;253;17
24;69;11/08/2020;22;4;381;42
24;79;11/08/2020;41;3;421;99
24;89;11/08/2020;25;0;576;218
24;90;11/08/2020;19;0;308;178
27;0;11/08/2020;25;3;4072;1062
27;9;11/08/2020;0;0;24;0
27;19;11/08/2020;0;0;28;0
27;29;11/08/2020;1;0;88;0
27;39;11/08/2020;0;0;167;5
27;49;11/08/2020;0;0;290;5
27;59;11/08/2020;0;0;460;27
27;69;11/08/2020;5;0;671;88
27;79;11/08/2020;7;2;864;220
27;89;11/08/2020;8;1;1018;471
27;90;11/08/2020;4;0;456;244
28;0;11/08/2020;130;5;1813;442
28;9;11/08/2020;1;0;5;0
28;19;11/08/2020;0;0;9;0
28;29;11/08/2020;2;0;51;0
28;39;11/08/2020;3;0;102;2
28;49;11/08/2020;3;0;151;11
28;59;11/08/2020;8;3;257;17
28;69;11/08/2020;25;0;328;58
28;79;11/08/2020;31;1;353;96
28;89;11/08/2020;40;1;372;173
28;90;11/08/2020;16;0;177;85
32;0;11/08/2020;491;47;7077;1925
32;9;11/08/2020;1;1;54;0
32;19;11/08/2020;1;0;38;0
32;29;11/08/2020;4;0;231;1
32;39;11/08/2020;9;1;431;4
32;49;11/08/2020;20;0;677;14
32;59;11/08/2020;39;6;997;81
32;69;11/08/2020;92;10;1160;249
32;79;11/08/2020;119;21;1332;409
32;89;11/08/2020;148;7;1490;762
32;90;11/08/2020;54;1;641;398
44;0;11/08/2020;539;17;12901;3631
44;9;11/08/2020;1;0;162;1
44;19;11/08/2020;3;0;77;0
44;29;11/08/2020;2;0;316;2
44;39;11/08/2020;9;1;566;18
44;49;11/08/2020;15;0;877;37
44;59;11/08/2020;48;2;1703;101
44;69;11/08/2020;85;7;2456;399
44;79;11/08/2020;132;5;2713;890
44;89;11/08/2020;157;2;2803;1457
44;90;11/08/2020;71;0;1148;710
52;0;11/08/2020;107;15;2297;480
52;9;11/08/2020;0;0;9;0
52;19;11/08/2020;0;0;17;0
52;29;11/08/2020;2;0;69;0
52;39;11/08/2020;7;3;121;0
52;49;11/08/2020;5;0;198;4
52;59;11/08/2020;15;4;271;13
52;69;11/08/2020;16;4;370;52
52;79;11/08/2020;17;3;432;86
52;89;11/08/2020;29;1;540;195
52;90;11/08/2020;16;0;270;130
53;0;11/08/2020;61;4;1355;268
53;9;11/08/2020;1;0;14;0
53;19;11/08/2020;0;0;9;0
53;29;11/08/2020;1;0;37;0
53;39;11/08/2020;2;1;78;1
53;49;11/08/2020;2;0;124;2
53;59;11/08/2020;11;2;176;8
53;69;11/08/2020;10;1;205;28
53;79;11/08/2020;11;0;296;55
53;89;11/08/2020;17;0;282;100
53;90;11/08/2020;5;0;130;74
75;0;11/08/2020;59;11;2266;428
75;9;11/08/2020;0;0;14;0
75;19;11/08/2020;0;0;17;0
75;29;11/08/2020;3;2;72;2
75;39;11/08/2020;1;0;128;2
75;49;11/08/2020;4;1;174;3
75;59;11/08/2020;3;1;333;13
75;69;11/08/2020;12;4;411;43
75;79;11/08/2020;18;3;392;99
75;89;11/08/2020;11;0;465;161
75;90;11/08/2020;6;0;247;105
76;0;11/08/2020;55;13;2989;516
76;9;11/08/2020;0;0;24;0
76;19;11/08/2020;0;0;22;0
76;29;11/08/2020;2;0;107;1
76;39;11/08/2020;0;0;164;1
76;49;11/08/2020;3;2;283;3
76;59;11/08/2020;7;2;454;19
76;69;11/08/2020;16;4;523;60
76;79;11/08/2020;12;4;604;106
76;89;11/08/2020;10;1;520;199
76;90;11/08/2020;5;0;286;127
84;0;11/08/2020;285;17;8168;1763
84;9;11/08/2020;0;0;50;0
84;19;11/08/2020;2;0;49;0
84;29;11/08/2020;4;0;248;1
84;39;11/08/2020;1;0;395;4
84;49;11/08/2020;12;0;576;12
84;59;11/08/2020;21;0;1023;46
84;69;11/08/2020;52;5;1307;143
84;79;11/08/2020;91;11;1635;363
84;89;11/08/2020;73;1;1826;723
84;90;11/08/2020;28;0;968;450
93;0;11/08/2020;396;15;5827;970
93;9;11/08/2020;0;0;34;0
93;19;11/08/2020;1;0;49;0
93;29;11/08/2020;2;0;327;1
93;39;11/08/2020;4;0;428;2
93;49;11/08/2020;11;2;555;5
93;59;11/08/2020;30;3;921;37
93;69;11/08/2020;60;6;1013;79
93;79;11/08/2020;86;3;1013;208
93;89;11/08/2020;120;1;942;394
93;90;11/08/2020;82;0;516;239
94;0;11/08/2020;4;0;256;59
94;9;11/08/2020;0;0;6;0
94;19;11/08/2020;0;0;1;0
